"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Staphylococcus_aureus_subsp_aureus_strain1","Staphylococcus_aureus_subsp_aureus_strain2"
"atpE","","ATP synthase subunit c","2","2","1","16","339","","","","212","212","212","EFOPJNHM_02057","MMPIJKCK_02499"
"group_99","","hypothetical protein","2","2","1","16","2339","","","","587","587","587","EFOPJNHM_01355","MMPIJKCK_00914"
"group_990","","hypothetical protein","2","2","1","16","1621","","","","320","320","320","EFOPJNHM_00715","MMPIJKCK_00227"
"group_991","","hypothetical protein","2","2","1","16","1911","","","","320","320","320","EFOPJNHM_01597","MMPIJKCK_01098"
"ydcV","","Inner membrane ABC transporter permease protein YdcV","2","2","1","16","98","","","","809","809","809","EFOPJNHM_00996","MMPIJKCK_00556"
"ccpN","","Transcriptional repressor CcpN","2","2","1","16","1991","","","","539","539","539","EFOPJNHM_01518","MMPIJKCK_01018"
"rot","","HTH-type transcriptional regulator rot","2","2","1","16","1805","","","","401","401","401","EFOPJNHM_01702","MMPIJKCK_01205"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","2","2","1","16","1371","","","","848","848","848","EFOPJNHM_00447","MMPIJKCK_02559"
"group_996","","hypothetical protein","2","2","1","16","1014","","","","740","740","740","EFOPJNHM_00107","MMPIJKCK_01934"
"ftnA","","Bacterial non-heme ferritin","2","2","1","16","2536","","","","500","500","500","EFOPJNHM_01863","MMPIJKCK_02280"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","2","2","1","16","925","","","","719","719","719","EFOPJNHM_02641","MMPIJKCK_01850"
"group_999","","Gluconeogenesis factor","2","2","1","16","1646","","","","995","995","995","EFOPJNHM_00740","MMPIJKCK_00252"
"blaI_1","","Penicillinase repressor","1","1","1","15","9","196","15","","380","380","380","","MMPIJKCK_02603"
"blaI_2","","Penicillinase repressor","1","1","1","14","12","192","12","","380","380","380","","MMPIJKCK_02616"
"sdrE","","Serine-aspartate repeat-containing protein E","1","1","1","16","1440","37","1","","3425","3425","3425","EFOPJNHM_00531",""
"group_14","","hypothetical protein","1","1","1","16","2839","97","1","","251","251","251","","MMPIJKCK_00434"
"group_16","","hypothetical protein","1","1","1","16","2","66","1","","1577","1577","1577","EFOPJNHM_00927",""
"group_169","fnbB","Fibronectin-binding protein B","1","1","1","16","715","124","2","","839","839","839","","MMPIJKCK_01645"
"fnbA","","Fibronectin-binding protein A","1","1","1","16","296","124","1","","926","926","926","","MMPIJKCK_01646"
"blaZ_1","","Beta-lactamase","1","1","1","15","11","196","17","","845","845","845","","MMPIJKCK_02601"
"blaZ_2","","Beta-lactamase","1","1","1","14","16","192","16","","845","845","845","","MMPIJKCK_02614"
"group_173","","hypothetical protein","1","1","1","15","6","196","12","","293","293","293","","MMPIJKCK_02606"
"group_174","","hypothetical protein","1","1","1","14","14","192","14","","293","293","293","","MMPIJKCK_02612"
"group_175","","hypothetical protein","1","1","1","15","5","196","11","","1934","1934","1934","","MMPIJKCK_02607"
"group_176","","hypothetical protein","1","1","1","13","1","166","4","","731","731","731","","MMPIJKCK_02632"
"group_177","","putative ABC transporter ATP-binding protein","1","1","1","15","3","196","9","","626","626","626","","MMPIJKCK_02609"
"group_178","","putative ABC transporter ATP-binding protein","1","1","1","13","3","166","2","","626","626","626","","MMPIJKCK_02634"
"group_179","","hypothetical protein","1","1","1","16","287","199","1","","1256","1256","1256","EFOPJNHM_00027",""
"group_18","","hypothetical protein","1","1","1","16","2748","152","1","","242","242","242","","MMPIJKCK_02376"
"group_180","","hypothetical protein","1","1","1","16","286","199","2","","239","239","239","EFOPJNHM_00028",""
"group_181","","IS6 family transposase IS431mec","1","1","1","16","285","199","3","","674","674","674","EFOPJNHM_00029",""
"group_182","","hypothetical protein","1","1","1","16","284","199","4","","167","167","167","EFOPJNHM_00030",""
"ugpQ","","Glycerophosphodiester phosphodiesterase, cytoplasmic","1","1","1","16","283","199","5","","743","743","743","EFOPJNHM_00031",""
"group_184","","hypothetical protein","1","1","1","16","282","199","6","","428","428","428","EFOPJNHM_00032",""
"mecA_1","","PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA","1","1","1","16","281","199","7","","2006","2006","2006","EFOPJNHM_00033",""
"mecR1","","Methicillin resistance mecR1 protein","1","1","1","16","280","199","27","","986","986","986","EFOPJNHM_00034",""
"group_187","","hypothetical protein","1","1","1","16","279","199","26","","260","260","260","EFOPJNHM_00035",""
"group_188","","IS1182 family transposase ISSep1","1","1","1","16","278","199","25","","1523","1523","1523","EFOPJNHM_00036",""
"group_189","","hypothetical protein","1","1","1","16","277","199","24","","506","506","506","EFOPJNHM_00037",""
"group_190","","hypothetical protein","1","1","1","16","276","199","23","","311","311","311","EFOPJNHM_00038",""
"group_191","","hypothetical protein","1","1","1","16","275","199","22","","92","92","92","EFOPJNHM_00039",""
"group_192","","hypothetical protein","1","1","1","16","274","199","21","","350","350","350","EFOPJNHM_00040",""
"group_193","","hypothetical protein","1","1","1","16","273","199","20","","1628","1628","1628","EFOPJNHM_00041",""
"group_194","","hypothetical protein","1","1","1","16","272","199","19","","1349","1349","1349","EFOPJNHM_00042",""
"group_195","","hypothetical protein","1","1","1","16","271","199","18","","1787","1787","1787","EFOPJNHM_00043",""
"group_196","","hypothetical protein","1","1","1","16","270","199","17","","290","290","290","EFOPJNHM_00044",""
"group_197","","hypothetical protein","1","1","1","16","269","199","16","","1049","1049","1049","EFOPJNHM_00045",""
"group_198","","hypothetical protein","1","1","1","16","268","199","15","","1490","1490","1490","EFOPJNHM_00046",""
"gloB_1","","Hydroxyacylglutathione hydrolase","1","1","1","16","267","199","14","","1004","1004","1004","EFOPJNHM_00047",""
"group_20","","hypothetical protein","1","1","1","16","1874","71","1","","521","521","521","EFOPJNHM_01633",""
"group_200","","hypothetical protein","1","1","1","16","266","199","13","","371","371","371","EFOPJNHM_00048",""
"group_201","","hypothetical protein","1","1","1","16","265","199","12","","620","620","620","EFOPJNHM_00049",""
"group_202","","hypothetical protein","1","1","1","16","261","199","11","","1256","1256","1256","EFOPJNHM_00050",""
"group_203","","IS3 family transposase IS655","1","1","1","16","262","199","10","","629","629","629","EFOPJNHM_00051",""
"entH","","Enterotoxin type H","1","1","1","16","263","199","9","","725","725","725","EFOPJNHM_00052",""
"group_205","","hypothetical protein","1","1","1","16","264","199","8","","473","473","473","EFOPJNHM_00053",""
"cadC_1","","Cadmium resistance transcriptional regulatory protein CadC","1","1","1","15","17","196","6","","347","347","347","","MMPIJKCK_02595"
"cadC_2","","Cadmium resistance transcriptional regulatory protein CadC","1","1","1","14","6","192","6","","347","347","347","","MMPIJKCK_02622"
"group_206","","hypothetical protein","1","1","1","16","964","177","1","","296","296","296","EFOPJNHM_00060",""
"entS","","Enterobactin exporter EntS","1","1","1","16","965","177","2","","1220","1220","1220","EFOPJNHM_00061",""
"ywqN_1","","Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN","1","1","1","16","966","177","6","","551","551","551","EFOPJNHM_00062",""
"gltR","","HTH-type transcriptional regulator GltR","1","1","1","16","967","177","5","","860","860","860","EFOPJNHM_00063",""
"group_210","","hypothetical protein","1","1","1","16","968","177","4","","533","533","533","EFOPJNHM_00064",""
"yofA","","HTH-type transcriptional regulator YofA","1","1","1","16","969","177","3","","734","734","734","EFOPJNHM_00065",""
"group_212","","hypothetical protein","1","1","1","16","973","42","1","","3152","3152","3152","EFOPJNHM_00067",""
"group_213","","putative lipoprotein","1","1","1","16","977","178","6","","770","770","770","EFOPJNHM_00070",""
"group_214","","putative lipoprotein","1","1","1","16","978","178","5","","803","803","803","EFOPJNHM_00071",""
"group_215","","putative lipoprotein","1","1","1","16","979","178","4","","764","764","764","EFOPJNHM_00072",""
"group_216","","hypothetical protein","1","1","1","16","980","178","3","","1376","1376","1376","EFOPJNHM_00073",""
"group_217","","hypothetical protein","1","1","1","16","981","178","2","","329","329","329","EFOPJNHM_00074",""
"group_218","","hypothetical protein","1","1","1","16","982","178","1","","311","311","311","EFOPJNHM_00075",""
"group_219","","hypothetical protein","1","1","1","16","1005","101","1","","626","626","626","EFOPJNHM_00098",""
"group_22","","hypothetical protein","1","1","1","16","607","9","1","","374","374","374","EFOPJNHM_02327",""
"group_220","","hypothetical protein","1","1","1","16","1025","170","1","","98","98","98","EFOPJNHM_00118",""
"repN","","Replication initiation protein","1","1","1","16","1024","170","2","","485","485","485","EFOPJNHM_00119",""
"repE","","Replication initiation protein","1","1","1","16","252","170","3","","290","290","290","EFOPJNHM_00120",""
"group_223","","IS200/IS605 family transposase ISSep3","1","1","1","16","253","170","4","","221","221","221","EFOPJNHM_00121",""
"group_224","yecD","Isochorismatase family protein YecD","1","1","1","16","1069","45","1","","557","557","557","EFOPJNHM_00161",""
"group_225","","hypothetical protein","1","1","1","16","1079","189","11","","599","599","599","EFOPJNHM_00170",""
"group_226","","hypothetical protein","1","1","1","16","1078","189","10","","755","755","755","EFOPJNHM_00171",""
"yknY","","putative ABC transporter ATP-binding protein YknY","1","1","1","16","1077","189","9","","680","680","680","EFOPJNHM_00172",""
"group_228","","hypothetical protein","1","1","1","16","1082","189","8","","194","194","194","EFOPJNHM_00173",""
"macB","","Macrolide export ATP-binding/permease protein MacB","1","1","1","16","1083","189","7","","986","986","986","EFOPJNHM_00174",""
"group_230","","hypothetical protein","1","1","1","16","1084","189","6","","221","221","221","EFOPJNHM_00175",""
"group_231","","hypothetical protein","1","1","1","16","1085","189","5","","1718","1718","1718","EFOPJNHM_00176",""
"group_232","","hypothetical protein","1","1","1","16","1086","189","4","","434","434","434","EFOPJNHM_00177",""
"natA","","ABC transporter ATP-binding protein NatA","1","1","1","16","1087","189","3","","722","722","722","EFOPJNHM_00178",""
"group_234","","hypothetical protein","1","1","1","16","1088","189","2","","176","176","176","EFOPJNHM_00179",""
"group_235","","hypothetical protein","1","1","1","16","1089","189","1","","158","158","158","EFOPJNHM_00180",""
"group_236","","Staphylocoagulase","1","1","1","16","1115","28","1","","1901","1901","1901","EFOPJNHM_00205",""
"group_237","essG_1","Type VII secretion system protein EsaG","1","1","1","16","1176","69","1","","494","494","494","EFOPJNHM_00267",""
"group_238","essG_2","Type VII secretion system protein EsaG","1","1","1","16","1182","41","1","","500","500","500","EFOPJNHM_00270",""
"group_239","essG_4","Type VII secretion system protein EsaG","1","1","1","16","1184","176","1","","500","500","500","EFOPJNHM_00272",""
"group_24","","hypothetical protein","1","1","1","16","295","74","1","","113","113","113","","MMPIJKCK_01727"
"group_240","essG_5","Type VII secretion system protein EsaG","1","1","1","16","1185","176","2","","500","500","500","EFOPJNHM_00273",""
"group_241","essG_6","Type VII secretion system protein EsaG","1","1","1","16","1186","176","3","","500","500","500","EFOPJNHM_00274",""
"essG_7","","Type VII secretion system protein EsaG","1","1","1","16","1187","176","4","","500","500","500","EFOPJNHM_00275",""
"group_243","essG_8","Type VII secretion system protein EsaG","1","1","1","16","1188","176","5","","500","500","500","EFOPJNHM_00276",""
"essG_9","","Type VII secretion system protein EsaG","1","1","1","16","1189","176","6","","488","488","488","EFOPJNHM_00277",""
"group_245","","hypothetical protein","1","1","1","16","237","125","2","","974","974","974","EFOPJNHM_00342",""
"group_246","selX","Enterotoxin-like toxin X","1","1","1","16","238","125","1","","611","611","611","EFOPJNHM_00343",""
"group_247","","hypothetical protein","1","1","1","16","1264","78","1","","251","251","251","EFOPJNHM_00347",""
"group_248","","hypothetical protein","1","1","1","16","1266","92","1","","386","386","386","EFOPJNHM_00349",""
"group_249","","hypothetical protein","1","1","1","16","1283","186","7","","1106","1106","1106","EFOPJNHM_00363",""
"group_250","","hypothetical protein","1","1","1","16","1282","186","8","","392","392","392","EFOPJNHM_00364",""
"group_251","","hypothetical protein","1","1","1","16","1281","186","6","","479","479","479","EFOPJNHM_00365",""
"group_252","","hypothetical protein","1","1","1","16","1280","186","5","","332","332","332","EFOPJNHM_00366",""
"group_253","","hypothetical protein","1","1","1","16","1279","186","4","","200","200","200","EFOPJNHM_00367",""
"group_254","","hypothetical protein","1","1","1","16","1287","186","3","","1826","1826","1826","EFOPJNHM_00368",""
"group_2543","","hypothetical protein","1","1","1","15","18","196","5","","617","617","617","","MMPIJKCK_02594"
"group_2544","","hypothetical protein","1","1","1","14","5","192","5","","617","617","617","","MMPIJKCK_02623"
"group_255","","hypothetical protein","1","1","1","16","1288","186","2","","422","422","422","EFOPJNHM_00369",""
"group_256","","hypothetical protein","1","1","1","16","1289","186","1","","548","548","548","EFOPJNHM_00370",""
"group_257","","hypothetical protein","1","1","1","16","1293","70","1","","689","689","689","EFOPJNHM_00374",""
"ssl1","","Staphylococcal superantigen-like 1","1","1","1","16","234","39","1","","680","680","680","EFOPJNHM_00377",""
"group_259","","hypothetical protein","1","1","1","16","1316","153","1","","1259","1259","1259","EFOPJNHM_00388",""
"ssl5_2","","Staphylococcal superantigen-like 5","1","1","1","16","1317","153","3","","692","692","692","EFOPJNHM_00389",""
"group_2601","","hypothetical protein","1","1","1","15","4","196","10","","311","311","311","","MMPIJKCK_02608"
"group_2602","","hypothetical protein","1","1","1","13","2","166","3","","311","311","311","","MMPIJKCK_02633"
"group_261","","hypothetical protein","1","1","1","16","1318","153","2","","1502","1502","1502","EFOPJNHM_00390",""
"lpl2_1","","putative lipoprotein","1","1","1","16","1320","174","1","","812","812","812","EFOPJNHM_00392",""
"lpl2_2","","putative lipoprotein","1","1","1","16","1321","174","5","","770","770","770","EFOPJNHM_00393",""
"lpl2_3","","putative lipoprotein","1","1","1","16","1322","174","4","","791","791","791","EFOPJNHM_00394",""
"group_265","","putative protein","1","1","1","16","1323","174","3","","797","797","797","EFOPJNHM_00395",""
"lpl2_4","","putative lipoprotein","1","1","1","16","1324","174","2","","815","815","815","EFOPJNHM_00396",""
"treA","","Trehalose-6-phosphate hydrolase","1","1","1","16","1351","107","1","","1640","1640","1640","EFOPJNHM_00424",""
"spoVG","","Putative septation protein SpoVG","1","1","1","16","1374","55","1","","302","302","302","EFOPJNHM_00450",""
"sdrC","","Serine-aspartate repeat-containing protein C","1","1","1","16","1438","11","1","","2867","2867","2867","EFOPJNHM_00529",""
"group_270","","hypothetical protein","1","1","1","16","1477","27","1","","617","617","617","EFOPJNHM_00566",""
"group_271","","hypothetical protein","1","1","1","16","1480","179","1","","632","632","632","EFOPJNHM_00569",""
"group_272","","hypothetical protein","1","1","1","16","1479","179","2","","629","629","629","EFOPJNHM_00570",""
"group_273","","hypothetical protein","1","1","1","16","223","179","7","","629","629","629","EFOPJNHM_00571",""
"group_274","","hypothetical protein","1","1","1","16","224","179","6","","641","641","641","EFOPJNHM_00572",""
"group_275","","hypothetical protein","1","1","1","16","225","179","5","","635","635","635","EFOPJNHM_00573",""
"group_276","","hypothetical protein","1","1","1","16","226","179","4","","245","245","245","EFOPJNHM_00574",""
"group_277","","hypothetical protein","1","1","1","16","227","179","3","","626","626","626","EFOPJNHM_00575",""
"group_278","","hypothetical protein","1","1","1","16","1489","44","1","","107","107","107","EFOPJNHM_00582",""
"group_279","","hypothetical protein","1","1","1","16","222","76","1","","281","281","281","EFOPJNHM_00698",""
"group_280","","hypothetical protein","1","1","1","16","1665","194","1","","215","215","215","EFOPJNHM_00758",""
"group_281","","Putative prophage phiRv2 integrase","1","1","1","16","1664","194","2","","1115","1115","1115","EFOPJNHM_00759",""
"group_282","","hypothetical protein","1","1","1","16","1663","194","3","","737","737","737","EFOPJNHM_00760",""
"group_283","","hypothetical protein","1","1","1","16","1662","194","4","","218","218","218","EFOPJNHM_00761",""
"group_284","","hypothetical protein","1","1","1","16","1661","194","5","","146","146","146","EFOPJNHM_00762",""
"group_285","","hypothetical protein","1","1","1","16","1668","194","6","","224","224","224","EFOPJNHM_00763",""
"group_286","","hypothetical protein","1","1","1","16","1669","194","7","","299","299","299","EFOPJNHM_00764",""
"group_287","","hypothetical protein","1","1","1","16","1670","194","8","","2372","2372","2372","EFOPJNHM_00765",""
"group_288","","hypothetical protein","1","1","1","16","1671","194","9","","344","344","344","EFOPJNHM_00766",""
"group_289","","hypothetical protein","1","1","1","16","1672","194","10","","206","206","206","EFOPJNHM_00767",""
"group_290","","hypothetical protein","1","1","1","16","1673","194","11","","1058","1058","1058","EFOPJNHM_00768",""
"group_291","","hypothetical protein","1","1","1","16","1674","194","17","","491","491","491","EFOPJNHM_00769",""
