locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEALKAJD_02616	CDS	987	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
GEALKAJD_02617	CDS	567				hypothetical protein
GEALKAJD_02618	CDS	417				hypothetical protein
GEALKAJD_02619	CDS	1935	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
GEALKAJD_02620	CDS	957				hypothetical protein
GEALKAJD_02621	CDS	1104	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
GEALKAJD_02622	CDS	954	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
GEALKAJD_02623	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
GEALKAJD_02624	CDS	1251				hypothetical protein
GEALKAJD_02625	CDS	924	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
GEALKAJD_02626	CDS	2493	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
GEALKAJD_02627	CDS	468	ctsR		COG4463	Transcriptional regulator CtsR
GEALKAJD_02628	tRNA	77				tRNA-Arg(acg)
GEALKAJD_02629	tRNA	74				tRNA-Pro(tgg)
GEALKAJD_02630	tRNA	76				tRNA-Arg(acg)
GEALKAJD_02631	tRNA	86				tRNA-Leu(taa)
GEALKAJD_02632	tRNA	72				tRNA-Gly(gcc)
GEALKAJD_02633	tRNA	76				tRNA-Thr(tgt)
GEALKAJD_02634	tRNA	84				tRNA-Leu(tag)
GEALKAJD_02635	tRNA	75				tRNA-Lys(ttt)
GEALKAJD_02636	tRNA	75				tRNA-Val(tac)
GEALKAJD_02637	rRNA	111				5S ribosomal RNA
GEALKAJD_02638	rRNA	2911				23S ribosomal RNA
GEALKAJD_02639	rRNA	1555				16S ribosomal RNA
GEALKAJD_02640	CDS	690	srrA_2		COG0745	Transcriptional regulatory protein SrrA
GEALKAJD_02641	CDS	1209	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
GEALKAJD_02642	CDS	1272	serS	6.1.1.11		Serine--tRNA ligase
GEALKAJD_02643	CDS	1485	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GEALKAJD_02644	CDS	696				hypothetical protein
GEALKAJD_02645	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
GEALKAJD_02646	CDS	192				hypothetical protein
GEALKAJD_02647	CDS	891	spo0J		COG1475	Stage 0 sporulation protein J
GEALKAJD_02648	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GEALKAJD_02649	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
GEALKAJD_02650	CDS	1902	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GEALKAJD_02651	CDS	1398	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
GEALKAJD_02652	CDS	339				hypothetical protein
GEALKAJD_02653	CDS	759				hypothetical protein
GEALKAJD_02654	CDS	819	misCA		COG0706	Membrane protein insertase MisCA
GEALKAJD_02655	CDS	357	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
GEALKAJD_02656	CDS	135	rpmH			50S ribosomal protein L34
GEALKAJD_02657	CDS	1461				hypothetical protein
GEALKAJD_02658	CDS	2373				hypothetical protein
GEALKAJD_02659	CDS	195				hypothetical protein
GEALKAJD_02660	CDS	336				hypothetical protein
GEALKAJD_02661	CDS	1596				hypothetical protein
GEALKAJD_02662	CDS	423				hypothetical protein
GEALKAJD_02663	CDS	279				hypothetical protein
GEALKAJD_02664	CDS	1119				hypothetical protein
GEALKAJD_02665	CDS	231				hypothetical protein
GEALKAJD_02666	CDS	807				hypothetical protein
GEALKAJD_02667	CDS	645				hypothetical protein
GEALKAJD_02668	CDS	1194				hypothetical protein
GEALKAJD_02669	CDS	2025				hypothetical protein
GEALKAJD_02670	CDS	153				hypothetical protein
GEALKAJD_02671	CDS	594				hypothetical protein
GEALKAJD_02672	CDS	333				hypothetical protein
GEALKAJD_02673	CDS	2373				hypothetical protein
GEALKAJD_02674	CDS	2610				hypothetical protein
GEALKAJD_02675	CDS	2064				hypothetical protein
GEALKAJD_02676	CDS	303				hypothetical protein
GEALKAJD_02677	CDS	243				hypothetical protein
GEALKAJD_02678	CDS	435				hypothetical protein
GEALKAJD_02679	CDS	2091				hypothetical protein
GEALKAJD_02680	CDS	261				hypothetical protein
GEALKAJD_02681	CDS	756				hypothetical protein
GEALKAJD_02682	CDS	753	srtA	3.4.22.-		Sortase A
GEALKAJD_02683	CDS	1977				hypothetical protein
GEALKAJD_02684	CDS	672				hypothetical protein
GEALKAJD_02685	CDS	195				hypothetical protein
GEALKAJD_02686	CDS	240				hypothetical protein
GEALKAJD_02687	CDS	342				hypothetical protein
GEALKAJD_02688	CDS	333				hypothetical protein
GEALKAJD_02689	CDS	1041				hypothetical protein
GEALKAJD_02690	CDS	1179				IS256 family transposase ISEf1
GEALKAJD_02691	CDS	255				hypothetical protein
GEALKAJD_02692	CDS	318				hypothetical protein
GEALKAJD_02693	CDS	927				hypothetical protein
GEALKAJD_02694	CDS	264				hypothetical protein
GEALKAJD_02695	CDS	273				hypothetical protein
GEALKAJD_02696	CDS	213				hypothetical protein
GEALKAJD_02697	CDS	681				IS6 family transposase IS1297
GEALKAJD_02698	CDS	237				hypothetical protein
GEALKAJD_02699	CDS	744				IS21 family transposase ISKol3
GEALKAJD_02700	CDS	1425				hypothetical protein
GEALKAJD_02701	CDS	825				hypothetical protein
GEALKAJD_02702	CDS	417				hypothetical protein
GEALKAJD_02703	CDS	471	manX_6	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GEALKAJD_02704	CDS	774	sorA_3		COG3715	PTS system sorbose-specific EIIC component
GEALKAJD_02705	CDS	813	manZ_7		COG3716	PTS system mannose-specific EIID component
GEALKAJD_02706	CDS	966	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GEALKAJD_02707	CDS	2724	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
GEALKAJD_02708	CDS	633	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
GEALKAJD_02709	CDS	1548				IS66 family transposase ISRob1
GEALKAJD_02710	CDS	354				hypothetical protein
GEALKAJD_02711	CDS	195				hypothetical protein
GEALKAJD_02712	CDS	828				hypothetical protein
GEALKAJD_02713	CDS	684				IS6 family transposase IS1216E
GEALKAJD_02714	CDS	1206				ISL3 family transposase ISEfa11
GEALKAJD_02715	CDS	753				ISL3 family transposase IS1476
GEALKAJD_02716	CDS	1203				hypothetical protein
GEALKAJD_02717	CDS	969	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GEALKAJD_02718	CDS	816	frlD_1	2.7.1.-	COG0524	Fructosamine kinase FrlD
GEALKAJD_02719	CDS	711	yurK_1		COG2188	putative HTH-type transcriptional regulator YurK
GEALKAJD_02720	CDS	1242				hypothetical protein
GEALKAJD_02721	CDS	609				IS256 family transposase IS16
GEALKAJD_02722	CDS	636				IS256 family transposase IS16
GEALKAJD_02723	CDS	1401				hypothetical protein
GEALKAJD_02724	CDS	168				hypothetical protein
GEALKAJD_02725	CDS	156				IS6 family transposase IS1216V
GEALKAJD_02726	CDS	459				IS6 family transposase IS1216V
GEALKAJD_02727	CDS	330				hypothetical protein
GEALKAJD_02728	CDS	288				hypothetical protein
GEALKAJD_02729	CDS	858	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GEALKAJD_02730	CDS	549				hypothetical protein
GEALKAJD_02731	CDS	459				IS6 family transposase IS1216V
GEALKAJD_02732	CDS	156				IS6 family transposase IS1216V
GEALKAJD_02733	CDS	699	fadR			Fatty acid metabolism regulator protein
GEALKAJD_02734	CDS	735	yurK_2		COG2188	putative HTH-type transcriptional regulator YurK
GEALKAJD_02735	CDS	1014	frlB_4	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GEALKAJD_02736	CDS	411	manX_7	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GEALKAJD_02737	CDS	468		2.7.1.-		putative phosphotransferase enzyme IIB component
GEALKAJD_02738	CDS	747	sorA_4		COG3715	PTS system sorbose-specific EIIC component
GEALKAJD_02739	CDS	810	manZ_8		COG3716	PTS system mannose-specific EIID component
GEALKAJD_02740	CDS	681				IS6 family transposase IS1216E
GEALKAJD_02741	CDS	1845	bglF_6		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_02742	CDS	1467	bglH_6	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
GEALKAJD_02743	CDS	843	licT_4		COG3711	Transcription antiterminator LicT
GEALKAJD_02744	CDS	1299				ISL3 family transposase IS1251
GEALKAJD_02745	CDS	105				hypothetical protein
GEALKAJD_02746	CDS	594	bglF_7		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_02747	CDS	753	treP_2		COG1263	PTS system trehalose-specific EIIBC component
GEALKAJD_02748	CDS	672			COG2826	IS30 family transposase IS1062
GEALKAJD_02749	CDS	960			COG2826	IS30 family transposase IS6770
GEALKAJD_02750	CDS	879				hypothetical protein
GEALKAJD_02751	CDS	297				hypothetical protein
GEALKAJD_02752	CDS	837				IS3 family transposase IS1485
GEALKAJD_02753	CDS	291				IS3 family transposase IS1485
GEALKAJD_02754	CDS	519				hypothetical protein
GEALKAJD_02755	CDS	1170				IS256 family transposase ISEfa13
GEALKAJD_02756	CDS	846				hypothetical protein
GEALKAJD_02757	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
GEALKAJD_02758	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
GEALKAJD_02759	CDS	396	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
GEALKAJD_02760	CDS	291				IS3 family transposase ISEfa8
GEALKAJD_02761	CDS	612				IS3 family transposase ISEfa8
GEALKAJD_02762	CDS	1968				hypothetical protein
GEALKAJD_02763	CDS	651	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
GEALKAJD_02764	CDS	645				ISL3 family transposase ISEfa11
GEALKAJD_02765	CDS	195				hypothetical protein
GEALKAJD_02766	CDS	384				hypothetical protein
GEALKAJD_02767	CDS	1548				IS66 family transposase ISRob1
GEALKAJD_02768	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_02769	CDS	1293				IS256 family transposase ISBsu2
GEALKAJD_02770	CDS	735	nagR_2		COG2188	HTH-type transcriptional repressor NagR
GEALKAJD_02771	CDS	1170	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
GEALKAJD_02772	CDS	996	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
GEALKAJD_02773	CDS	927				hypothetical protein
GEALKAJD_02774	CDS	1251	licC_4		COG1455	Lichenan permease IIC component
GEALKAJD_02775	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_02776	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_02777	CDS	399				ISL3 family transposase IS1251
GEALKAJD_02778	CDS	930				ISL3 family transposase IS1251
GEALKAJD_02779	CDS	1086	xerS		COG0582	Tyrosine recombinase XerS
GEALKAJD_02780	CDS	909				IS982 family transposase ISEfm1
GEALKAJD_02781	CDS	1458		3.1.6.1	COG3119	Arylsulfatase
GEALKAJD_02782	CDS	819	manZ_9		COG3716	PTS system mannose-specific EIID component
GEALKAJD_02783	CDS	813	sorC_2		COG3715	PTS system sorbose-specific EIIC component
GEALKAJD_02784	CDS	318				hypothetical protein
GEALKAJD_02785	CDS	408				hypothetical protein
GEALKAJD_02786	CDS	480	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GEALKAJD_02787	CDS	1779	bga	3.2.1.23		Beta-galactosidase
GEALKAJD_02788	CDS	1113		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
GEALKAJD_02789	CDS	777				hypothetical protein
GEALKAJD_02790	CDS	246				hypothetical protein
GEALKAJD_02791	CDS	345				ISL3 family transposase ISEfa11
GEALKAJD_02792	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_02793	CDS	975				IS66 family transposase ISCde1
GEALKAJD_02794	CDS	375				hypothetical protein
GEALKAJD_02795	CDS	354				hypothetical protein
GEALKAJD_02796	CDS	195				hypothetical protein
GEALKAJD_02797	CDS	996				IS256 family transposase ISEf1
GEALKAJD_02798	CDS	1320	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
GEALKAJD_02799	CDS	654	qseB			Transcriptional regulatory protein QseB
GEALKAJD_02800	CDS	1275				ISL3 family transposase IS1476
GEALKAJD_02801	CDS	1614	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GEALKAJD_02802	CDS	933				hypothetical protein
GEALKAJD_02803	CDS	1662				hypothetical protein
GEALKAJD_02804	CDS	2982	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
GEALKAJD_02805	CDS	1914				hypothetical protein
GEALKAJD_02806	CDS	612				hypothetical protein
GEALKAJD_02807	CDS	1473				hypothetical protein
GEALKAJD_02808	CDS	912	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02809	CDS	939	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
GEALKAJD_02810	CDS	1575				hypothetical protein
GEALKAJD_02811	CDS	312	rssB			Regulator of RpoS
GEALKAJD_02812	CDS	366	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
GEALKAJD_02813	CDS	1275				ISL3 family transposase IS1476
GEALKAJD_02814	CDS	1203				ISL3 family transposase ISEfa11
GEALKAJD_02815	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_02816	CDS	336				hypothetical protein
GEALKAJD_02817	CDS	264				hypothetical protein
GEALKAJD_02818	CDS	804	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GEALKAJD_02819	CDS	1125	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
GEALKAJD_02820	CDS	816	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02821	CDS	873	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
GEALKAJD_02822	CDS	1290				hypothetical protein
GEALKAJD_02823	CDS	513				hypothetical protein
GEALKAJD_02824	CDS	150				hypothetical protein
GEALKAJD_02825	CDS	258				IS1182 family transposase ISEfa7
GEALKAJD_02826	CDS	627				hypothetical protein
GEALKAJD_02827	CDS	387				IS1182 family transposase ISEfa7
GEALKAJD_02828	CDS	1200				IS256 family transposase ISBsu2
GEALKAJD_02829	CDS	1377				hypothetical protein
GEALKAJD_02830	CDS	657			COG1136	putative ABC transporter ATP-binding protein
GEALKAJD_02831	CDS	1278				hypothetical protein
GEALKAJD_02832	CDS	291				IS3 family transposase ISEfa8
GEALKAJD_02833	CDS	837				IS3 family transposase ISEfa8
GEALKAJD_02834	CDS	312				hypothetical protein
GEALKAJD_02835	CDS	543				hypothetical protein
GEALKAJD_02836	CDS	132				hypothetical protein
GEALKAJD_02837	CDS	837				IS3 family transposase ISEfa8
GEALKAJD_02838	CDS	321				hypothetical protein
GEALKAJD_02839	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_02840	CDS	600				hypothetical protein
GEALKAJD_02841	CDS	909				IS982 family transposase ISEfm1
GEALKAJD_02842	CDS	129				hypothetical protein
GEALKAJD_02843	CDS	555	xerC_10			Tyrosine recombinase XerC
GEALKAJD_02844	CDS	1467				IS1182 family transposase ISEfa7
GEALKAJD_02845	CDS	291				IS3 family transposase IS1485
GEALKAJD_02846	CDS	837				IS3 family transposase IS1485
GEALKAJD_02847	CDS	1296				ISL3 family transposase IS1251
GEALKAJD_02848	CDS	477				hypothetical protein
GEALKAJD_02849	CDS	1503	glcB		COG2190	PTS system glucoside-specific EIICBA component
GEALKAJD_02850	CDS	690	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
GEALKAJD_02851	CDS	819	rpiR		COG1737	HTH-type transcriptional regulator RpiR
GEALKAJD_02852	CDS	219				hypothetical protein
GEALKAJD_02853	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_02854	CDS	873	gmuE_5	2.7.1.4	COG1940	Putative fructokinase
GEALKAJD_02855	CDS	960			COG2826	IS30 family transposase IS1062
GEALKAJD_02856	CDS	858				hypothetical protein
GEALKAJD_02857	CDS	432				hypothetical protein
GEALKAJD_02858	CDS	1155	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
GEALKAJD_02859	CDS	1917	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
GEALKAJD_02860	CDS	978	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
GEALKAJD_02861	CDS	819	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
GEALKAJD_02862	CDS	1326	pepC_2	3.4.22.40	COG3579	Aminopeptidase C
GEALKAJD_02863	CDS	3090				hypothetical protein
GEALKAJD_02864	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_02865	CDS	624				hypothetical protein
GEALKAJD_02866	CDS	1236				hypothetical protein
GEALKAJD_02867	CDS	336	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
GEALKAJD_02868	CDS	312	lacF_5		COG1447	PTS system lactose-specific EIIA component
GEALKAJD_02869	CDS	2010				hypothetical protein
GEALKAJD_02870	CDS	579				hypothetical protein
GEALKAJD_02871	CDS	825	araQ_9		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02872	CDS	924	lacF_6			Lactose transport system permease protein LacF
GEALKAJD_02873	CDS	1254				hypothetical protein
GEALKAJD_02874	CDS	765				hypothetical protein
GEALKAJD_02875	CDS	948	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GEALKAJD_02876	CDS	867	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GEALKAJD_02877	CDS	429				hypothetical protein
GEALKAJD_02878	CDS	465				hypothetical protein
GEALKAJD_02879	CDS	309				hypothetical protein
GEALKAJD_02880	CDS	252				hypothetical protein
GEALKAJD_02881	CDS	453				hypothetical protein
GEALKAJD_02882	CDS	228				hypothetical protein
GEALKAJD_02883	CDS	213				hypothetical protein
GEALKAJD_02884	CDS	693				hypothetical protein
GEALKAJD_02885	CDS	1326				hypothetical protein
GEALKAJD_02886	CDS	768				hypothetical protein
GEALKAJD_02887	CDS	270				hypothetical protein
GEALKAJD_02888	CDS	234				hypothetical protein
GEALKAJD_02889	CDS	462				IS6 family transposase IS1216V
GEALKAJD_02890	CDS	156				IS6 family transposase IS1216V
GEALKAJD_02891	CDS	417				hypothetical protein
GEALKAJD_02892	CDS	276				hypothetical protein
GEALKAJD_02893	CDS	618				hypothetical protein
GEALKAJD_02894	CDS	1251				IS110 family transposase ISSpn10
GEALKAJD_02895	CDS	1302	licC_5		COG1455	Lichenan permease IIC component
GEALKAJD_02896	CDS	1191				IS256 family transposase ISEf1
GEALKAJD_02897	CDS	351				hypothetical protein
GEALKAJD_02898	CDS	480	bin3_1			Putative transposon Tn552 DNA-invertase bin3
GEALKAJD_02899	CDS	423				hypothetical protein
GEALKAJD_02900	CDS	204				hypothetical protein
GEALKAJD_02901	CDS	615	bin3_2			Putative transposon Tn552 DNA-invertase bin3
GEALKAJD_02902	CDS	351	pemK	3.1.-.-		Endoribonuclease PemK
GEALKAJD_02903	CDS	264				hypothetical protein
GEALKAJD_02904	CDS	150				hypothetical protein
GEALKAJD_02905	CDS	180				hypothetical protein
GEALKAJD_02906	CDS	438				hypothetical protein
GEALKAJD_02907	CDS	252				hypothetical protein
GEALKAJD_02908	CDS	207				hypothetical protein
GEALKAJD_02909	CDS	261				hypothetical protein
GEALKAJD_02910	CDS	258				hypothetical protein
GEALKAJD_02911	CDS	486	ssb_2		COG0629	Single-stranded DNA-binding protein
GEALKAJD_02912	CDS	900				hypothetical protein
GEALKAJD_02913	CDS	594				hypothetical protein
GEALKAJD_02914	CDS	405				hypothetical protein
GEALKAJD_02915	CDS	1149				IS200/IS605 family transposase ISEfa4
GEALKAJD_02916	CDS	126				hypothetical protein
GEALKAJD_02917	CDS	1911	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
GEALKAJD_02918	CDS	681				IS6 family transposase IS1216E
GEALKAJD_02919	CDS	540				hypothetical protein
GEALKAJD_02920	CDS	171				hypothetical protein
GEALKAJD_02921	CDS	462				hypothetical protein
GEALKAJD_02922	CDS	375				hypothetical protein
GEALKAJD_02923	CDS	2127				hypothetical protein
GEALKAJD_02924	CDS	621	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
GEALKAJD_02925	CDS	138				hypothetical protein
GEALKAJD_02926	CDS	381				hypothetical protein
GEALKAJD_02927	CDS	915				hypothetical protein
GEALKAJD_02928	CDS	690				hypothetical protein
GEALKAJD_02929	CDS	645				IS6 family transposase IS1216E
GEALKAJD_02930	CDS	291				IS3 family transposase IS1485
GEALKAJD_02931	CDS	288				hypothetical protein
GEALKAJD_02932	CDS	1500				hypothetical protein
GEALKAJD_02933	CDS	426				hypothetical protein
GEALKAJD_02934	CDS	1251				IS110 family transposase ISSpn10
GEALKAJD_02935	CDS	813	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GEALKAJD_02936	CDS	1179				IS256 family transposase ISEfm2
GEALKAJD_02937	CDS	1380	dinB_2	2.7.7.7		DNA polymerase IV
GEALKAJD_02938	CDS	354				hypothetical protein
GEALKAJD_02939	CDS	591				hypothetical protein
GEALKAJD_02940	CDS	1428				IS1182 family transposase ISEfa12
GEALKAJD_02941	CDS	222				hypothetical protein
GEALKAJD_02942	CDS	201				hypothetical protein
GEALKAJD_02943	CDS	615	bin3_3			Putative transposon Tn552 DNA-invertase bin3
GEALKAJD_02944	CDS	990			COG2826	IS30 family transposase ISSau1
GEALKAJD_02945	CDS	414				hypothetical protein
GEALKAJD_02946	CDS	237				hypothetical protein
GEALKAJD_02947	CDS	627				hypothetical protein
GEALKAJD_02948	tRNA	71				tRNA-Cys(gca)
GEALKAJD_02949	tRNA	88				tRNA-Leu(caa)
GEALKAJD_02950	CDS	2013	bgaB	3.2.1.23		Beta-galactosidase BgaB
GEALKAJD_02951	CDS	1062	frlB_5	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GEALKAJD_02952	CDS	795	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GEALKAJD_02953	CDS	798	frlD_2	2.7.1.218	COG0524	Fructoselysine 6-kinase
GEALKAJD_02954	CDS	711	dasR		COG2188	HTH-type transcriptional repressor DasR
GEALKAJD_02955	CDS	1356	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
GEALKAJD_02956	CDS	447				hypothetical protein
GEALKAJD_02957	CDS	627				hypothetical protein
GEALKAJD_02958	CDS	1575	hutI	3.5.2.7		Imidazolonepropionase
GEALKAJD_02959	CDS	687				IS256 family transposase ISEfa13
GEALKAJD_02960	CDS	681				IS6 family transposase IS1216E
GEALKAJD_02961	CDS	357				hypothetical protein
GEALKAJD_02962	CDS	573				hypothetical protein
GEALKAJD_02963	CDS	795	aphA_1	2.7.1.95		Aminoglycoside 3'-phosphotransferase
GEALKAJD_02964	CDS	543	satA	2.3.-.-		Streptothricin acetyltransferase A
GEALKAJD_02965	CDS	909	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
GEALKAJD_02966	CDS	735	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GEALKAJD_02967	CDS	870				hypothetical protein
GEALKAJD_02968	CDS	246				hypothetical protein
GEALKAJD_02969	CDS	675				IS1182 family transposase IS1182
GEALKAJD_02970	CDS	132				hypothetical protein
GEALKAJD_02971	CDS	738	erm	2.1.1.184		rRNA adenine N-6-methyltransferase
GEALKAJD_02972	CDS	264				hypothetical protein
GEALKAJD_02973	CDS	681				IS6 family transposase IS1216E
GEALKAJD_02974	CDS	393	repD			Replication initiation protein
GEALKAJD_02975	CDS	1188				IS256 family transposase IS16
GEALKAJD_02976	CDS	648	cat	2.3.1.28		Chloramphenicol acetyltransferase
GEALKAJD_02977	CDS	399				hypothetical protein
GEALKAJD_02978	CDS	387				hypothetical protein
GEALKAJD_02979	CDS	681				IS6 family transposase IS1216E
GEALKAJD_02980	CDS	1041				hypothetical protein
GEALKAJD_02981	CDS	327				hypothetical protein
GEALKAJD_02982	CDS	789	soj_4	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GEALKAJD_02983	CDS	291				hypothetical protein
GEALKAJD_02984	CDS	180				hypothetical protein
GEALKAJD_02985	CDS	351				hypothetical protein
GEALKAJD_02986	CDS	1326	umuC_2		COG0389	Protein UmuC
GEALKAJD_02987	CDS	615	bin3_4			Putative transposon Tn552 DNA-invertase bin3
GEALKAJD_02988	CDS	1005				hypothetical protein
GEALKAJD_02989	CDS	258	yoeB	3.1.-.-	COG4115	Toxin YoeB
GEALKAJD_02990	CDS	270				hypothetical protein
