"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Enterococcus_faecium_strain1","Enterococcus_faecium_strain2"
"macB","","Macrolide export ATP-binding/permease protein MacB","1","1","1","7","184","723","34","","650","650","650","","GEALKAJD_02763"
"group_2574","","ISL3 family transposase ISEfa11","1","1","1","7","183","723","33","","644","644","644","","GEALKAJD_02764"
"nagR_2","","HTH-type transcriptional repressor NagR","1","1","1","7","177","723","27","","734","734","734","","GEALKAJD_02770"
"agaS","","D-galactosamine-6-phosphate deaminase AgaS","1","1","1","7","176","723","26","","1169","1169","1169","","GEALKAJD_02771"
"lacD","","Tagatose 1,6-diphosphate aldolase","1","1","1","7","175","723","25","","995","995","995","","GEALKAJD_02772"
"group_2578","","hypothetical protein","1","1","1","7","174","723","24","","926","926","926","","GEALKAJD_02773"
"licC_4","","Lichenan permease IIC component","1","1","1","7","173","723","23","","1250","1250","1250","","GEALKAJD_02774"
"group_2580","","Arylsulfatase","1","1","1","7","163","727","2","","1457","1457","1457","","GEALKAJD_02781"
"manZ_9","","PTS system mannose-specific EIID component","1","1","1","7","162","727","3","","818","818","818","","GEALKAJD_02782"
"sorC_2","","PTS system sorbose-specific EIIC component","1","1","1","7","161","727","4","","812","812","812","","GEALKAJD_02783"
"group_2583","","hypothetical protein","1","1","1","7","160","727","5","","317","317","317","","GEALKAJD_02784"
"group_2584","","hypothetical protein","1","1","1","7","159","727","6","","407","407","407","","GEALKAJD_02785"
"levE","","PTS system fructose-specific EIIB component","1","1","1","7","158","727","7","","479","479","479","","GEALKAJD_02786"
"bga","","Beta-galactosidase","1","1","1","7","157","727","8","","1778","1778","1778","","GEALKAJD_02787"
"group_2587","","Anaerobic sulfatase-maturating enzyme","1","1","1","7","156","727","9","","1112","1112","1112","","GEALKAJD_02788"
"group_2588","","hypothetical protein","1","1","1","7","155","727","10","","776","776","776","","GEALKAJD_02789"
"group_2589","","hypothetical protein","1","1","1","7","154","727","11","","245","245","245","","GEALKAJD_02790"
"group_2590","","IS66 family transposase ISCde1","1","1","1","7","57","727","14","","974","974","974","","GEALKAJD_02793"
"group_2591","","hypothetical protein","1","1","1","7","58","727","15","","374","374","374","","GEALKAJD_02794"
"group_2592","sasA_3","Adaptive-response sensory-kinase SasA","1","1","1","7","62","727","19","","1319","1319","1319","","GEALKAJD_02798"
"qseB","","Transcriptional regulatory protein QseB","1","1","1","7","63","727","20","","653","653","653","","GEALKAJD_02799"
"guaA_2","","GMP synthase [glutamine-hydrolyzing]","1","1","1","7","65","727","22","","1613","1613","1613","","GEALKAJD_02801"
"group_2595","","hypothetical protein","1","1","1","7","66","727","23","","932","932","932","","GEALKAJD_02802"
"group_2596","","hypothetical protein","1","1","1","7","67","727","24","","1661","1661","1661","","GEALKAJD_02803"
"ebgA","","Evolved beta-galactosidase subunit alpha","1","1","1","7","68","727","25","","2981","2981","2981","","GEALKAJD_02804"
"group_2598","","hypothetical protein","1","1","1","7","69","727","26","","1913","1913","1913","","GEALKAJD_02805"
"group_2599","","hypothetical protein","1","1","1","7","70","727","27","","611","611","611","","GEALKAJD_02806"
"group_26","","IS3 family transposase ISEnfa3","1","1","1","7","3627","680","8","","344","344","344","","GEALKAJD_01817"
"group_2600","","hypothetical protein","1","1","1","7","71","727","28","","1472","1472","1472","","GEALKAJD_02807"
"araQ_7","","L-arabinose transport system permease protein AraQ","1","1","1","7","72","727","63","","911","911","911","","GEALKAJD_02808"
"yteP_3","","putative multiple-sugar transport system permease YteP","1","1","1","7","73","727","62","","938","938","938","","GEALKAJD_02809"
"group_2603","","hypothetical protein","1","1","1","7","74","727","61","","1574","1574","1574","","GEALKAJD_02810"
"rssB","","Regulator of RpoS","1","1","1","7","75","727","60","","311","311","311","","GEALKAJD_02811"
"adaA","","Bifunctional transcriptional activator/DNA repair enzyme AdaA","1","1","1","7","76","727","59","","365","365","365","","GEALKAJD_02812"
"group_2606","","hypothetical protein","1","1","1","7","80","727","55","","335","335","335","","GEALKAJD_02816"
"group_2607","","hypothetical protein","1","1","1","7","81","727","54","","263","263","263","","GEALKAJD_02817"
"cpdA_1","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","1","1","1","7","82","727","53","","803","803","803","","GEALKAJD_02818"
"msmX_2","","Oligosaccharides import ATP-binding protein MsmX","1","1","1","7","83","727","52","","1124","1124","1124","","GEALKAJD_02819"
"araQ_8","","L-arabinose transport system permease protein AraQ","1","1","1","7","84","727","51","","815","815","815","","GEALKAJD_02820"
"ugpA","","sn-glycerol-3-phosphate transport system permease protein UgpA","1","1","1","7","85","727","50","","872","872","872","","GEALKAJD_02821"
"group_2612","","hypothetical protein","1","1","1","7","86","727","49","","1289","1289","1289","","GEALKAJD_02822"
"group_2613","","hypothetical protein","1","1","1","7","87","727","48","","512","512","512","","GEALKAJD_02823"
"group_2614","","hypothetical protein","1","1","1","7","88","727","47","","149","149","149","","GEALKAJD_02824"
"group_2615","","hypothetical protein","1","1","1","7","93","727","42","","1376","1376","1376","","GEALKAJD_02829"
"group_2616","","putative ABC transporter ATP-binding protein","1","1","1","7","94","727","41","","656","656","656","","GEALKAJD_02830"
"group_2617","","hypothetical protein","1","1","1","7","95","727","40","","1277","1277","1277","","GEALKAJD_02831"
"group_2618","","IS3 family transposase ISEfa8","1","1","1","7","96","727","39","","290","290","290","","GEALKAJD_02832"
"group_2619","","hypothetical protein","1","1","1","7","98","727","37","","311","311","311","","GEALKAJD_02834"
"group_2620","","hypothetical protein","1","1","1","7","99","727","36","","542","542","542","","GEALKAJD_02835"
"group_2621","","hypothetical protein","1","1","1","7","100","727","35","","131","131","131","","GEALKAJD_02836"
"group_2622","","hypothetical protein","1","1","1","7","104","727","31","","599","599","599","","GEALKAJD_02840"
"group_2623","","hypothetical protein","1","1","1","7","106","727","29","","128","128","128","","GEALKAJD_02842"
"group_2624","","hypothetical protein","1","1","1","7","136","726","5","","476","476","476","","GEALKAJD_02848"
"glcB","","PTS system glucoside-specific EIICBA component","1","1","1","7","135","726","6","","1502","1502","1502","","GEALKAJD_02849"
"nanE_2","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","1","1","1","7","134","726","7","","689","689","689","","GEALKAJD_02850"
"rpiR","","HTH-type transcriptional regulator RpiR","1","1","1","7","133","726","8","","818","818","818","","GEALKAJD_02851"
"group_2628","","hypothetical protein","1","1","1","7","132","726","9","","218","218","218","","GEALKAJD_02852"
"gmuE_5","","Putative fructokinase","1","1","1","7","130","726","11","","872","872","872","","GEALKAJD_02854"
"group_2630","","IS30 family transposase IS1062","1","1","1","7","129","726","12","","959","959","959","","GEALKAJD_02855"
"group_2631","","hypothetical protein","1","1","1","7","128","726","13","","857","857","857","","GEALKAJD_02856"
"group_2632","","hypothetical protein","1","1","1","7","127","726","14","","431","431","431","","GEALKAJD_02857"
"mdh","","NAD-dependent methanol dehydrogenase","1","1","1","7","126","726","15","","1154","1154","1154","","GEALKAJD_02858"
"iolD","","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","1","1","1","7","125","726","16","","1916","1916","1916","","GEALKAJD_02859"
"iolC","","5-dehydro-2-deoxygluconokinase","1","1","1","7","124","726","17","","977","977","977","","GEALKAJD_02860"
"iolB","","5-deoxy-glucuronate isomerase","1","1","1","7","123","726","18","","818","818","818","","GEALKAJD_02861"
"pepC_2","","Aminopeptidase C","1","1","1","7","122","726","19","","1325","1325","1325","","GEALKAJD_02862"
"group_2638","","hypothetical protein","1","1","1","7","121","726","20","","3089","3089","3089","","GEALKAJD_02863"
"group_2639","","IS30 family transposase IS1252","1","1","1","7","120","726","21","","953","953","953","","GEALKAJD_02864"
"group_2640","","hypothetical protein","1","1","1","7","119","726","22","","623","623","623","","GEALKAJD_02865"
"group_2641","","hypothetical protein","1","1","1","7","118","726","23","","1235","1235","1235","","GEALKAJD_02866"
"chbB","","PTS system N,N'-diacetylchitobiose-specific EIIB component","1","1","1","7","117","726","24","","335","335","335","","GEALKAJD_02867"
"lacF_5","","PTS system lactose-specific EIIA component","1","1","1","7","116","726","25","","311","311","311","","GEALKAJD_02868"
"group_2644","","hypothetical protein","1","1","1","7","115","726","26","","2009","2009","2009","","GEALKAJD_02869"
"group_2645","","hypothetical protein","1","1","1","7","114","726","27","","578","578","578","","GEALKAJD_02870"
"araQ_9","","L-arabinose transport system permease protein AraQ","1","1","1","7","113","726","28","","824","824","824","","GEALKAJD_02871"
"lacF_6","","Lactose transport system permease protein LacF","1","1","1","7","112","726","29","","923","923","923","","GEALKAJD_02872"
"group_2648","","hypothetical protein","1","1","1","7","111","726","30","","1253","1253","1253","","GEALKAJD_02873"
"group_2649","","hypothetical protein","1","1","1","7","110","726","31","","764","764","764","","GEALKAJD_02874"
"yajO","","1-deoxyxylulose-5-phosphate synthase YajO","1","1","1","7","109","726","32","","947","947","947","","GEALKAJD_02875"
"cpdA_2","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","1","1","1","7","108","726","33","","866","866","866","","GEALKAJD_02876"
"group_2652","","hypothetical protein","1","1","1","7","107","726","34","","428","428","428","","GEALKAJD_02877"
"group_2653","","hypothetical protein","1","1","1","7","3233","726","35","","464","464","464","","GEALKAJD_02878"
"group_2654","","hypothetical protein","1","1","1","7","3234","726","36","","308","308","308","","GEALKAJD_02879"
"group_2655","","hypothetical protein","1","1","1","7","3235","726","37","","251","251","251","","GEALKAJD_02880"
"group_2656","","hypothetical protein","1","1","1","7","3236","726","38","","452","452","452","","GEALKAJD_02881"
"group_2657","","hypothetical protein","1","1","1","7","3237","726","39","","227","227","227","","GEALKAJD_02882"
"group_2658","","hypothetical protein","1","1","1","7","3238","726","40","","212","212","212","","GEALKAJD_02883"
"group_2659","","hypothetical protein","1","1","1","7","3239","726","41","","692","692","692","","GEALKAJD_02884"
"group_2660","","hypothetical protein","1","1","1","7","3240","726","42","","1325","1325","1325","","GEALKAJD_02885"
"group_2661","","hypothetical protein","1","1","1","7","3241","726","43","","767","767","767","","GEALKAJD_02886"
"group_2662","","hypothetical protein","1","1","1","7","3242","726","44","","269","269","269","","GEALKAJD_02887"
"group_2663","","hypothetical protein","1","1","1","7","3243","726","45","","233","233","233","","GEALKAJD_02888"
"group_2664","","hypothetical protein","1","1","1","7","3246","726","61","","416","416","416","","GEALKAJD_02891"
"group_2665","","hypothetical protein","1","1","1","7","3247","726","60","","275","275","275","","GEALKAJD_02892"
"group_2666","","hypothetical protein","1","1","1","7","3248","726","59","","617","617","617","","GEALKAJD_02893"
"group_2667","licC_5","Lichenan permease IIC component","1","1","1","7","3250","726","57","","1301","1301","1301","","GEALKAJD_02895"
"group_2668","","IS256 family transposase ISEf1","1","1","1","7","3251","726","56","","1190","1190","1190","","GEALKAJD_02896"
"group_2669","","hypothetical protein","1","1","1","7","3252","726","55","","350","350","350","","GEALKAJD_02897"
"bin3_1","","Putative transposon Tn552 DNA-invertase bin3","1","1","1","7","3253","726","54","","479","479","479","","GEALKAJD_02898"
"group_2671","","hypothetical protein","1","1","1","7","3254","726","53","","422","422","422","","GEALKAJD_02899"
"group_2672","","hypothetical protein","1","1","1","7","3255","726","52","","203","203","203","","GEALKAJD_02900"
"pemK","","Endoribonuclease PemK","1","1","1","7","3257","726","50","","350","350","350","","GEALKAJD_02902"
"group_2674","","hypothetical protein","1","1","1","7","3258","726","49","","263","263","263","","GEALKAJD_02903"
"group_2675","","hypothetical protein","1","1","1","7","3259","726","48","","149","149","149","","GEALKAJD_02904"
"group_2676","","hypothetical protein","1","1","1","7","3260","726","47","","179","179","179","","GEALKAJD_02905"
"group_2677","","hypothetical protein","1","1","1","7","3263","124","1","","206","206","206","","GEALKAJD_02908"
"group_2678","","hypothetical protein","1","1","1","7","3232","122","1","","257","257","257","","GEALKAJD_02910"
"group_2679","","hypothetical protein","1","1","1","7","3226","636","3","","899","899","899","","GEALKAJD_02912"
"group_2680","","hypothetical protein","1","1","1","7","3227","636","4","","593","593","593","","GEALKAJD_02913"
"group_2681","","hypothetical protein","1","1","1","7","3228","636","2","","404","404","404","","GEALKAJD_02914"
"group_2682","","IS200/IS605 family transposase ISEfa4","1","1","1","7","3229","636","1","","1148","1148","1148","","GEALKAJD_02915"
"group_2683","topB_3","DNA topoisomerase 3","1","1","1","7","3230","","","","1910","1910","1910","","GEALKAJD_02917"
"group_2684","","hypothetical protein","1","1","1","6","2","728","2","","539","539","539","","GEALKAJD_02919"
"group_2685","","hypothetical protein","1","1","1","6","3","728","3","","170","170","170","","GEALKAJD_02920"
"group_2686","","hypothetical protein","1","1","1","6","4","728","4","","461","461","461","","GEALKAJD_02921"
"group_2687","","hypothetical protein","1","1","1","6","5","728","5","","374","374","374","","GEALKAJD_02922"
"group_2688","","hypothetical protein","1","1","1","6","6","728","6","","2126","2126","2126","","GEALKAJD_02923"
"group_2689","yxdL_2","ABC transporter ATP-binding protein YxdL","1","1","1","6","7","728","7","","620","620","620","","GEALKAJD_02924"
"group_2690","","hypothetical protein","1","1","1","6","8","728","8","","137","137","137","","GEALKAJD_02925"
"group_2691","","hypothetical protein","1","1","1","6","9","728","9","","380","380","380","","GEALKAJD_02926"
"group_2692","","hypothetical protein","1","1","1","6","10","728","10","","914","914","914","","GEALKAJD_02927"
"group_2693","","hypothetical protein","1","1","1","6","11","728","11","","689","689","689","","GEALKAJD_02928"
